ortografia,freq_orto,nb_letras
apito,91,5
aptos,91,5
arrendamento,91,12
atacada,91,7
autópsia,91,8
benfeitorias,91,12
brando,91,6
breves,91,6
carcereiro,91,10
carnês,91,6
carpete,91,7
cauda,91,5
cemitérios,91,10
chacinas,91,8
chamo,91,5
chibatadas,91,10
citoplasma,91,10
cívica,91,6
concluídos,91,10
concorrendo,91,11
conduzem,91,8
criminoso,91,9
cuidava,91,7
cutar,91,6
defendiam,91,9
deitar,91,6
descrevendo,91,11
desculpe,91,8
deslocamentos,91,13
detalhadas,91,10
detrás,91,6
devastação,91,10
dilemas,91,7
egoísmo,91,7
encerram,91,8
entraves,91,8
esboço,91,6
espetáculos,91,11
existisse,91,9
explico,91,7
expoentes,91,9
fera,91,4
fluência,91,8
fracassaram,91,11
fugas,91,5
gargalhadas,91,11
hotelaria,91,9
implicaria,91,10
incidem,91,7
inquietante,91,11
instituir,91,9
introspecção,91,12
invenções,91,9
lentos,91,6
liminares,91,9
lugar-comum,91,11
luva,91,4
macho,91,5
máxima,91,6
metodológico,91,12
mora,91,4
mostrados,91,9
multar,91,6
mutação,91,7
obrigava,91,8
palhaços,91,8
paralisações,91,12
parecidas,91,9
pendentes,91,9
planos,91,6
pousar,91,6
precisarão,91,10
probabilidades,91,14
psiquiátrico,91,12
recibos,91,7
reconstituir,91,12
reduzida,91,8
refletores,91,10
remake,91,6
réplicas,91,8
resgata,91,7
resistentes,91,11
retalhos,91,8
risada,91,6
robôs,91,5
s.p.,91,4
saiam,91,5
sancionada,91,10
saudáveis,91,9
segurou,91,7
significando,91,12
some,91,4
suaves,91,6
suportes,91,8
terapeuta,91,9
torta,91,5
traído,91,6
travessão,91,9
travesti,91,8
unitário,91,8
van,91,3
veredas,91,7
viciados,91,8
violentamente,91,13
votem,91,5
abalada,90,7
adaptou,90,7
adição,90,6
alegado,90,7
alvorada,90,8
apreciada,90,9
atrasados,90,9
auxilia,90,7
bacon,90,5
bastos,90,6
bobinas,90,7
boço,90,5
caçar,90,5
canteiros,90,9
capim,90,5
clichê,90,6
clínica,90,7
combustível,90,11
compreendem,90,11
consignação,90,11
consolida,90,9
consorciados,90,12
constataram,90,11
consumida,90,9
conte,90,5
contratuais,90,11
convento,90,8
correspondências,90,16
cortam,90,6
cumprimentos,90,12
definirá,90,8
demorado,90,8
desafiou,90,8
desativada,90,10
descobrimos,90,11
desenhado,90,9
deslizamentos,90,13
dialeto,90,7
dialogar,90,8
digestão,90,8
distinta,90,8
dramaturgia,90,11
dureza,90,6
encarado,90,8
encontrar-se,90,12
enfermeiros,90,11
escura,90,6
espermatozóides,90,15
ex-capit,90,8
exibições,90,9
exigirá,90,7
experimenta,90,11
exploram,90,8
expulsa,90,7
ex-técnico,90,10
fascinação,90,10
feras,90,5
ferimento,90,9
força,90,5
franqueado,90,10
homogênea,90,9
imperialismo,90,12
impetrado,90,9
implante,90,8
incompleto,90,10
indicavam,90,9
inequívoca,90,10
infidelidade,90,12
inocentado,90,10
interativo,90,10
intervém,90,8
jornalistas,90,11
judia,90,5
levando-se,90,10
litígio,90,7
luxuoso,90,7
mergulhou,90,9
molestamento,90,12
motores,90,7
mutações,90,8
neoliberais,90,11
palha,90,6
palhou,90,7
pan,90,3
panelas,90,7
panfleto,90,8
participem,90,10
patos,90,5
pelotão,90,7
pesquisa,90,8
pilotar,90,7
poupa,90,5
prometeram,90,10
promoveram,90,10
provando,90,8
provocaria,90,10
psicologicamente,90,16
refinaria,90,9
removido,90,8
royalties,90,9
secundárias,90,11
seguidos,90,8
sentados,90,8
sobreviveram,90,12
softwares,90,9
tadia,90,6
taticamente,90,11
vantajoso,90,9
vencia,90,6
vírgula,90,7
abrangendo,89,10
absorve,89,7
acatou,89,6
adquirem,89,8
aduaneira,89,9
afastando,89,9
alugados,89,8
antecedem,89,9
apanhou,89,7
apreenderam,89,11
apuradas,89,8
àquelas,89,7
armários,89,8
artilheiros,89,11
ata,89,3
atacadistas,89,11
atuante,89,7
autarquias,89,10
autoral,89,7
avisando,89,8
balada,89,6
bastando,89,8
beneficiando,89,12
borda,89,5
bota,89,4
caótica,89,7
carnavalesca,89,12
católicos,89,9
certificados,89,12
chantagem,89,9
comprometendo,89,13
computados,89,10
concorrente,89,11
condida,89,8
consagrados,89,11
corpo-a-corpo,89,13
córregos,89,8
cult,89,4
culto,89,5
desconfio,89,9
desencadear,89,11
desesperadamente,89,16
desperdícios,89,12
devassa,89,7
dispensável,89,11
dividia,89,7
donas,89,5
drasticamente,89,13
eminentemente,89,13
empenhados,89,10
empurrou,89,8
encanador,89,9
encenada,89,8
entrevista,89,10
entro,89,5
envolvia,89,8
espanhóis,89,9
esperavam,89,9
excluídas,89,9
exilado,89,7
fadiga,89,6
fanzine,89,7
fretado,89,7
galho,89,5
guarda-roupa,89,12
incômodo,89,8
incontrolável,89,13
ineficaz,89,8
iniciais,89,8
íntimo,89,6
íntimos,89,7
inventaram,89,10
lancha,89,6
limitados,89,9
magnética,89,9
mamíferos,89,9
metido,89,6
monotonia,89,9
motivar,89,7
navais,89,6
notificado,89,10
obrigatórias,89,12
obrigatórios,89,12
obs.,89,4
operada,89,7
operou,89,6
oportuna,89,8
pagavam,89,7
paradeiro,89,9
parava,89,6
participe,89,9
percebe-se,89,10
planejou,89,8
preciosos,89,9
prefira,89,7
preventivo,89,10
problemático,89,12
promocionais,89,12
protestando,89,11
quebradas,89,9
reconheceram,89,12
recorrem,89,8
recrutamento,89,12
redesconto,89,10
reestruturar,89,12
regresso,89,8
réis,89,4
responderá,89,10
reunia,89,6
revelava,89,8
revelou-se,89,10
rodoviários,89,11
saliva,89,6
seguidas,89,8
sofisticada,89,11
somadas,89,7
sucessores,89,10
superposição,89,12
surrealismo,89,11
sutis,89,5
tambor,89,6
táticos,89,7
tatísticas,89,11
tatístico,89,10
telescópio,89,10
tentarem,89,8
titulares,89,9
transmitiu,89,10
tremenda,89,8
unidos,89,6
vandalismo,89,10
velado,89,6
votando,89,7
admite-se,88,9
adotado,88,7
anotado,88,7
antecederam,88,11
aparentes,88,9
arqueólogos,88,11
arquitetônico,88,13
assentos,88,8
atrasada,88,8
baleia,88,6
boliviano,88,9
britânica,88,9
canetas,88,7
cansada,88,7
características,88,15
carregados,88,10
causalidade,88,11
chanceleres,88,11
chegarão,88,8
comprometeram,88,13
demonstrava,88,11
destacaram,88,10
deu-lhe,88,7
dignas,88,6
dunas,88,5
duque,88,5
efetivos,88,8
encargo,88,7
encarnar,88,8
engordar,88,8
enquadra,88,8
enquete,88,7
equilibrada,88,11
ergueu-se,88,9
estatísticas,88,12
estômago,88,8
exibia,88,6
extra,88,5
falada,88,6
geográficas,88,11
guaraná,88,7
hipertensão,88,11
iconografia,88,11
iludir,88,6
imigrantes,88,10
improvisar,88,10
incipiente,88,10
indecisão,88,9
indiana,88,7
insistindo,88,10
intensificação,88,14
interessou,88,10
interligação,88,12
levamos,88,7
longamente,88,10
mantinham,88,9
mercúrio,88,8
metamorfose,88,11
neonazistas,88,11
nigerianos,88,10
objeção,88,7
oligarquia,88,10
organizados,88,11
ortodoxo,88,8
outono-inverno,88,14
paraense,88,8
pecializados,88,13
penetra,88,7
peradas,88,8
pertencentes,88,12
peru,88,4
pia,88,3
pílulas,88,7
pornô,88,5
portadoras,88,10
poupador,88,8
prestaram,88,9
preste,88,6
problemática,88,12
quecimento,88,11
quo,88,3
ramais,88,6
reeditar,88,8
relembra,88,8
remetem,88,7
remunerada,88,10
rentáveis,88,9
resolva,88,7
resolvemos,88,10
ressuscitar,88,11
retificação,88,11
rotatividade,88,12
roxo,88,4
saberia,88,7
saldar,88,6
saldo,88,5
sandálias,88,9
secretas,88,8
sexy,88,4
simbólicos,88,10
sobrar,88,6
subordinada,88,11
sumária,88,7
suplemento,88,10
tartarugas,88,10
temperado,88,9
tênue,88,5
terças-feiras,88,13
tirava,88,6
touro,88,6
trago,88,6
ultranacionalista,88,17
viáveis,88,7
vincular,88,8
vol.,88,4
watts,88,5
acolhida,87,8
acoplado,87,8
adesivos,87,8
adidas,87,6
admirador,87,9
anarquia,87,8
apelidos,87,8
aplicado,87,8
aptidão,87,7
argüição,87,8
arriscado,87,9
atendia,87,7
auto-'tima,87,10
baleados,87,8
batidas,87,7
